manufacturer,model,impedance_ohm,fs_hz,qts,qes,qms,vas_l,re_ohm,le_mh,sd_cm2,mms_g,mmd_g,cms_mm_per_n,rms_ns_per_m,bl_tm,xmax_mm,xmech_mm,vd_cm3,linear_travel_pp_mm,max_travel_pp_mm,xlin_mm,eta0_percent,ebp_hz,sensitivity_db,power_rms_w,power_handling_w,nominal_diameter_in,qa_as_printed,sensitivity_1w_1m_db,sensitivity_2v83_1m_db,le_frequency_hz,nominal_diameter_mm,overall_diameter_mm,overall_width_mm,overall_height_mm,overall_depth_mm,mounting_depth_mm,cutout_diameter_mm,bolt_circle_diameter_mm,mounting_hole_diameter_mm,mounting_hole_count,flange_thickness_mm,magnet_diameter_mm,magnet_depth_mm,voice_coil_diameter_mm,voice_coil_height_mm,voice_coil_former_height_mm,gap_height_mm,effective_diaphragm_diameter_mm,cone_dome_diameter_mm,ribbon_dimension_1_mm,ribbon_dimension_2_mm,overall_dimension_1_mm,overall_dimension_2_mm,overall_dimension_3_mm,cutout_dimension_1_mm,cutout_dimension_2_mm,tweeter_voice_coil_diameter_mm,tweeter_voice_coil_height_mm,tweeter_gap_height_mm,krm_microohm,erm,kxm_mh,exm,power_peak_w,frequency_min_hz,frequency_max_hz,crossover_frequency_hz,crossover_slope_db_per_oct,power_continuous_iec268_5_w,power_test_highpass_hz,power_test_highpass_slope_db_per_oct,net_weight_kg,magnet_weight_g,sensitivity_tolerance_db
Grs,8SW-4HE-8,4,24.9,0.45,0.51,4.42,31.71486818304,3.8,2.7,227,93.7,,0.44,,10.5,10.8,,,,,,,,,,,,,,,,203.2,209,,,128,,181,198,5.2,8,,,,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grs,RSB901-1,1,84.1,0.37,0.43,2.41,6.796043182,0.76,0.08,75.6,4.27,,0.84,,1.91,2.5,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grs,RSRMO-8,8,27.6,0.72,0.83,5.34,266.178357965,7.2,2.6,778,106.7,,0.31,,12.65,2.25,,,,,,,,,125,,15,,,,,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Harwood Acoustics,B110A,15,44,40,0.45,3.8,16.5,7.1,0.58,88,8.7,,1.5,,6.2,6,,,,,,,,86,,,,,,,,,,,,67,,110,,,,,,,25.4,12,,,,,,,131,131,,,,,,,,,,,,,,,,,,,,,
Harwood Acoustics,TM130/25F1,8,43,0.49,0.54,4.7,20,7.2,0.4,95,8.7,,1.6,,5.6,5,,,,,,,,87,,60,,,,,,,,,,73,,124,,,,,,20,25,13,,,,,,,140,140,,,,,,,,,,,,,,,,,,,,,
Harwood Acoustics,TM130/50,8,48,0.38,0.41,5.9,12,7.3,0.24,95,12,,0.94,,7.9,4.5,,,,,,,,88,,,,,,,,,,,,76,,124,,,,,,,50,15,,6,,,,,140,140,,,,,,,,,,,,,,,,,,,,,
HiVi,F-6,8,45,0.35,0.38,3.91,16.4,6.5,1.6,139,18.3,,0.658,,9,4.3,,,,,,,,88,45,45,,,,,,,,,,95,,149,,,,,,,25,14.5,,6,,,,,174,,,,,,,,,,,,,,,,,,,,,,
HiVi,M-5N,8,50,0.35,0.37,6.51,11.3,6.5,0.56,87,10.7,,1.051,,7.5,2.7,,,,,,,,87,35,35,5,,,,,127,,,,91,,115,,,,,,,25,10.4,,5,,,,,144,,,,,,,,,,,,,,,,,,,,,,
Hobby Hifi,Edition 100 Mid-bass driver 8 Ohm,8,33,0.36,0.39,6.7,32,9.2,0.39,125,16,,1.5,,9,6,,,,,,,,,,,,,,,,,,,,79,,145,,,,,,,39,18,,6,,,,,176,,,,,,,,,,,,,,,,,,,,,,
Markaudio,alpair12p,8,42.149,0.285,0.333,1.981,43.06,7,0.053952,147.41,10.217,9.188,1.396,,7.54,9,,,,,,0.936,,,,,,,,,,203.2,207.01,,,96.266,,185.928,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Markaudio,MA200-P MICA,8,39,0.37,0.44,2.29,66.5,6.2,0.16,206,14.11,,1.121,,7.02,7,,,,,,,,,,,,,,,,203.2,223.5,,,,,189,210,5.2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,21M,4,170,0.47,0.53,4.46,0.14,3.74,0.12,13,1.45,,0.6,,3.32,1.2,,,,,,,,84,,12,,,,,,,,,,34,,50.5,,,,,,,20,,,,,,,,55.5,,,,,,,,,,,,,,,,,,,,,,
Monacor,32M,8,110,0.56,0.6,7.66,1.6,6.6,0.18,32,1.7,,1.11,,3.69,1.1,,,,,,,,88,,20,,,,,,,,,,55,,71,,,,,,,20,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,
Monacor,MSH-115,8,85,0.43,0.55,1.98,4,6.3,0.3,55,4.5,,0.8,,4.8,1.5,,,,,,,,89,,50,,,,,,,,,,55,,101,,,,,,,25,7,,4,,,,,115,115,,,,,,,,,,,,,,,,,,,,,
Monacor,MSH-115HQ,8,89,0.55,0.66,3.26,2.2,5.8,0.53,55,5.8,,0.5,,5.35,3,,,,,,,,87,50,50,,,,,,110,,,,59,,97,,,,,,,25,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,
Monacor,MSH116,4,95,0.4,0.48,2.38,2.7,3.2,0.18,55,4.6,,0.62,,4.3,1,,,,,,,,91,,40,,,,,,,,,,55,,101,,,,,,,25,6.1,,4,,,,,124,,,,,,,,,,,,,,,,,,,,,,
Monacor,SP-100/8,8,61,0.37,0.44,2.28,4.7,6.5,0.4,52,5.5,,1.23,,5.55,2.5,,,,,,,,88,30,30,,,,,,100,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,SP-8/150PRO,8,56,0.32,0.41,1.52,22,7.2,2,213,22.8,,0.35,,11.96,6,,,,,,,,,,150,,,,,,,,,,90,,185,,,,,,,,,,,,,,,210,,,,,,,,,,,,,,,,,,,,,,
Monacor,SP167,4,62,0.41,0.48,2.78,17.88,3.9,0.6,135,9.3,,0.7,,5.43,2.5,,,,,,,,92,,35,,,,,,,,,,70,,149,,,,,,,25.5,,,,,,,,169,,,,,,,,,,,,,,,,,,,,,,
Monacor,SP202,4,51,0.69,0.81,4.5,39,3.85,0.6,210,15,,0.62,,4.86,2.5,,,,,,,,93,,100,,,,,,,,,,82,,183,,,,,,,25.5,,,,,,,,202,,,,,,,,,,,,,,,,,,,,,,
Monacor,SP250P,8,33,0.33,0.38,2.33,115,6.5,1.2,346,33,,0.69,,10.8,3.5,,,,,,,,94,,100,,,,,,,,,,120,,233,,,,,,,,,,,,,,,265,,,,,,,,,,,,,,,,,,,,,,
Monacor,SP252,4,42,0.5,0.6,3.13,57,3.75,1.1,353,43,,0.33,,8.5,4,,,,,,,,94,,75,,,,,,,,,,110,,232,,,,,,,35.5,,,,,,,,255,,,,,,,,,,,,,,,,,,,,,,
Monacor,SP300P,8,30,0.31,0.37,1.74,266,6.5,0.8,495,42,,0.77,,11.7,2.5,,,,,,,,96,,100,,,,,,,,,,137,,275,,,,,,,50,,,,,,,,305,,,,,,,,,,,,,,,,,,,,,,
Monacor,SP302,4,39,0.72,0.87,4.24,141,3.6,1.1,518,40,,0.39,,6.63,4,,,,,,,,95,,100,,,,,,,,,,118,,281,,,,,,,50,,,,,,,,304,,,,,,,,,,,,,,,,,,,,,,
Monacor,SP4/60PRO,8,92,0.6,0.67,5.35,3.04,6.76,0.3,68,6.3,,0.47,,5.85,2.3,,,,,,,,90,,30,,,,,,,,,,60.5,,103,,,,,,,25,7,,,,,,,113,113,,,,,,,,,,,,,,,,,,,,,
Monacor,SP60,4,65,0.49,0.64,2.1,6,3.3,0.2,55,4,,0.8,,2.9,2,,,,,,,,90,,60,,,,,,,,,,60,,96,,,,,,,25.5,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,
Monacor,SP60,8,65,0.49,0.64,2.1,6,6.5,0.3,55,4,,0.8,,4.1,2,,,,,,,,90,,30,,,,,,,,,,60,,96,,,,,,,25.5,,,,,,,,105,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-100AL,8,80,0.55,0.67,3.05,3.2,6.2,0.3,55,4.9,,0.79,,4.81,1.5,,,,,,,,87,40,,,,,,,120,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-130,8,38,0.32,0.39,1.91,22,5.7,0.5,80,8.2,,2.14,1,5.4,2,,16,,,,,,89,80,80,,,,,,130,,,,65,65,129,,,,,72,,25,10,,6,,,,,145,145,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-145HQ,8,52,0.44,0.51,3.07,9.4,5.8,0.53,80,7.6,,1.05,,5.33,3.5,,,,,,,,83,100,50,,,,,,130,,,,60,,119,,,,,,,25,,,,,,,,145,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-165KEP,8,30,0.31,0.33,4.85,38,6,0.7,127,17,,1.71,,7.6,4.7,,,,,,,,89,60,,,,,,,165,165,,,,,,,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-170,8,38,0.44,0.55,2.38,37,6.2,0.45,137,12.5,,1.43,,5.9,3,,,,,,,,90,50,50,,,,,,185,185,,,80,,150,,,,,,,25,,,,,,,,185,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-175HQ,8,39,0.42,0.5,2.57,32.95,6.5,0.71,140,13.9,,1.2,,6.4,5.5,,,,,,,,89,70,70,,,,,,170,,,,73,,152,,,,,,,25,,,,,,,,175,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-176,8,39,0.37,0.44,2.27,27,6.6,0.75,140,14,,1.01,,7.7,5.5,,,,,,,,90,70,,,,,,,,175,,,75,,144,144,,4,,90,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-200KE,8,28,0.38,0.41,4.65,54,6.2,0.75,207,37,,0.89,,9.9,4.75,,,,,,,,90,80,,,,,,,200,212,,,100,89,182,,,,,120,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-220HQ,8,30,0.4,0.46,3.06,80,6.1,0.9,232,24.7,,1.06,,7.63,5.5,,,,,,,,90,100,100,,,,,,200,,,,88,,194,,,,,,,37,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-225C,8,39,0.3,0.31,4.94,24,5.9,0.8,201,36.6,,0.43,,13.17,6,,,,,,,,90,120,100,,,,,,222,,,,102,,181,,,,,,,50,20,,8,,,,,222,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-300KE,8,22,0.33,0.36,4.15,250,6.2,1.5,496,65,,0.81,,12.5,6.5,,,,,,,,90,120,,,,,,,300,309,,,,,,,,,,,,65.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-5M,8,45,0.41,0.47,2.89,13.47,6.3,0.54,95,11.73,,1.06,,6.42,3.5,,,,,,,,88,40,88,,,,,,140,150,,,75,,121,,,,,,,25,,,,,,,,150,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-6M,8,39,0.3,0.35,2.26,17.6,6.33,0.82,127,20,,0.78,,9.68,4,,,,,,,,88,60,60,,,,,,165,180,,,92,,144,,,,,,,37,,,,,,,,180,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH-8M,8,35,0.41,0.5,2.26,44,6.5,0.78,240,27,,0.71,,9.01,4.5,,,,,,,,89,100,100,,,,,,205,222,,,97,,180,,,,,,,38,,,,,,,,222,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH170C,8,38,0.26,0.27,7.22,24,6,0.8,127,16.43,,1.06,,9.44,4,,,,,,,,88,60,60,,,,,,180,,,,90,,145,,,,,,,37,16,,8,,,,,180,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPH30X/8SW,8,105,0.42,0.49,8.35,1.3,5.7,0.5,30,2.63,,0.9,,4.48,2,,,,,,,,87,,20,,,,,,,,,,40.7,,73,,,,,,,21,,,,,,,,80.5,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPM205/4,4,37,0.55,0.68,2.71,72,3.6,0.65,210,18,,0.98,,4.75,3,,,,,,,,89,70,70,,,,,,200,,,,88,,183,,,,,,,25.5,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPM205/8,8,37,0.7,0.92,2.95,54,7.2,0.7,210,22,,0.75,,6.5,3,,,,,,,,89,70,70,,,,,,200,,,,88,,183,,,,,,,25.5,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPP-110/4,4,53,0.37,0.46,2.01,8,3.3,0.3,55,4.3,,1.95,,3.3,2,,,,,,,,90,30,,,,,,,110,,,,,,,,,,,,,25.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPX 200 WP Fullrange,8,36,0.59,0.69,4.18,60.5,7.6,0.35,213,19.7,,0.95,,6.79,2,,,,,,,,89,,50,,,,,,,,,,89,,180,,,,,,,25,,,,,,,,203,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPX-200WP,8,36,0.59,0.69,4.18,60.5,7.6,0.35,213,19.7,17.4,0.95,,6.79,2,,,,,,,,89,50,,,,,,,203,203,,,89,,180,,,4,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPX-21M,4,170,0.47,0.53,4.66,0.14,3.74,0.12,13,1.45,,0.6,,3.32,1.2,,,,,,,,84,12,,,,,,,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPX-30M,8,100,0.71,0.89,3.453,1.78,6.4,0.18,32,2.1,,1.23,,3.05,1.1,,,,,,,,86,20,,,,,,,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPX-31M,8,110,0.58,0.69,3.707,1.3,6.4,0.18,32,1.9,,0.92,,3.64,1.1,,,,,,,,86,20,20,,,,,,76,,,,55,,71,,,,,,,20,,,,,,,,93,,,,,,,,,,,,,,,,,,,,,,
Monacor,SPX-32M,8,110,0.56,0.6,7.66,1.6,6.6,0.18,32,1.7,,1.11,,3.69,1.1,,,,,,,,83,20,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morel,CAW428D,8,65,0.33,0.427,1.5515,5.1,5.5,0.33,57,5.2,,0.9115,1.37,5.24,4,,,,,,,,88,,150,,,,,,,,,,45,,93,,,,,,,54,12,,,,,,,118.14,,,,,,,,,,,,,,,,,,,,,,
Morel,CAW538,8,49,0.38,0.48,1.83,8.2,5.2,0.47,90,14,,0.72,2.39,6.9,3,,,,,,,,86,150,150,5,,,,,127,,,,65,,121,,,,,,,75,12,,6,,,,,143,,,,,,,,,,,,,,,,,,,,,,
Morel,CAW638,8,43,0.46,0.58,2.2,15.7,6.4,0.63,119,16,,0.792,2.04,7.3,4.25,,,,,,,,86,150,150,6,,,,,152.4,160,,,69,,140,,,,,,,75,14.5,,6,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,CAW938,8,29,0.52,0.67,2.32,70,6.3,0.62,219,27.5,,1.073,2.17,6.88,4.75,,,,,,,,86,150,150,9,,,86,1000,228.6,222,,,76,,198,,,,,,,75,14.5,,5,,,,,222,,,,,,,,,,,,,,,,,,,,,,
Morel,ECW536,6,45,0.31,0.39,1.55,11,4.5,0.28,88,14.8,,0.861,2.66,6.83,5.5,,,,,,,,86,150,150,,,,,,127,143,,,65,,,,,,,,,75,16,,5,,,,,143,,,,,,,,,,,,,,,,,,,,,,
Morel,EM-428D,8,69,0.33,0.395,1.8091,4.1,5.5,0.33,57,5.9,,0.9115,1.4,5.95,4,,,,,,,,87.5,,150,,,,,,,,,,53.2,,92.9,,,,,,,54,12,,,,,,,118.14,,,,,,,,,,,,,,,,,,,,,,
Morel,EW638,8,39,0.32,0.39,1.71,20.28,5.1,0.27,119,16,,1.062,2.26,7.05,6,,,,,,,,87,150,150,,,,,,152.4,160,,,69,,140,,,,,,,75,18,,6,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,MW-266,8,30,0.56,0.73,2.45,80.136675855,6.3,0.54,219,24.9,,1.19,,6.25,4.3,,,,,,,,,150,,8,,,,,203.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morel,MW1075,8,29,0.62,0.83,2.48,122.895114209,6.3,0.63,324,32.6,,0.84,,6.3,4.3,,,,,,,,,180,,10,,,,,254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morel,SCM634,4,49,0.4,0.59,1.32,14,3.3,0.12,119,14.5,,0.733,3.36,4.9,5.25,,,,,,,,89,150,150,,,,,,152.4,160,,,69,,140,,,,,,,75,5.5,,16,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,SCW636,6,40,0.29,0.35,1.76,18.5,4.5,0.26,119,16,,0.969,2.31,7.2,5,,,,,,,,87,150,150,6,,,,,152.4,160,,,69,,140,,,,,,,75,16,,6,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,TICW-634-ND,4,40,0.35,0.37,4.98,17.3,3.7,0.29,119,17.7,,0.998,,6.6,5.5,,,,,,,,88,150,150,,,,88,,152.4,160,,,69,,140,,,,,,,75,16,,5,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,TICW-638-ND,8,45,0.42,0.47,4.68,14,5.4,0.32,119,16.8,,0.7,,7.5,5.25,,,,,,,,87,150,150,6,,,87,,152.4,160,,,69,,140,,,,,,,75,15.5,,5,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,TICW1058FT,8,24,0.37,0.4,4.95,106,6.3,0.52,346,106,,0.41,3.2,15.86,10.5,,,,,,,,86,600,600,,,,,,254,263,,,148,,241,,,,,,,130,33,,12,,,,,263,,,,,,,,,,,,,,,,,,,,,,
Morel,TICW1258FT,8,19,0.34,0.38,4.03,170,6.4,0.62,437,110,,0.6,3.25,15.25,10.5,,,,,,,,88,600,600,12,,,,,304.8,305,,,150,,,,,,,,,130,33,,12,,,,,305,,,,,,,,,,,,,,,,,,,,,,
Morel,TICW958FT,8,28,0.38,0.43,4.4,34,6.3,0.62,243,77,,0.39,3.07,15,10.5,,,,,,,,85,500,500,,,,,,,222,,,125,,,,,,,,,130,33,,12,,,,,222,,,,,,,,,,,,,,,,,,,,,,
Morel,TIW634FT,4,40,0.39,0.43,4.3,19.7,3.6,0.45,119,15.7,,0.998,,5.6,4.25,,,,,,,,88,150,150,6,,,88,,152.4,160,,,69,,140,,,,,,,75,14.5,,6,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,TIW634ND,4,40,0.35,0.37,4.98,17.7,3.7,0.29,119,17.8,,0.988,,6.6,5.5,,,,,,,,88,150,150,,,,,,152.4,160,,,69,,140,,,,,,,75,16,,5,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,TIW638FT,8,40,0.42,0.47,3.96,19.7,5.4,0.63,119,15.5,,0.998,,7.3,4.25,,,,,,,,86,150,150,6,,,86,,152.4,160,,,69,,140,,,,,,,75,14.5,,6,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,TIW638ND,8,43,0.4,0.44,4.7,15.5,5.4,0.53,119,17,,0.78,,7.7,5.25,,,,,,,,87,150,150,6,,,87,,152.4,160,,,69,,140,,,,,,,75,15.5,,5,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,TSCM634,4,49,0.53,0.56,4.25,13.3,3.3,0.11,119,15.3,,0.86,0.55,5.09,5.25,,,,,,,,89,150,150,,,,,,152.4,160,,,69,,140,,,,,,,75,5.5,,16,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,TSCW636,6,43,0.36,0.39,3.8,13.3,4.5,0.26,119,19,,0.67,1.35,7.9,5,,,,,,,,88.5,150,150,,,,,,152.4,160,,,69,,140,,,,,,,75,16,,6,,,,,160,,,,,,,,,,,,,,,,,,,,,,
Morel,UW-1058,8,26,0.43,0.58,1.72,40.8,6.8,1.33,346,99.3,,0.24,11.691,15.3,12.5,,,,,,,,85.5,,500,,,,,,,,,,148.5,,241,,,,,,,130,37,,12,,,,,263,,,,,,,,,,,,,,,,,,,,,,
Morel,UW-1258,8,21,0.43,0.56,1.88,138.38,6.8,1.33,437,105.49,,0.44,8.15,13.67,12.5,,,,,,,,87,,800,,,,,,,,,,154.3,,270,,,,,,,130,37,,12,,,,,305,,,,,,,,,,,,,,,,,,,,,,
Peerless,830667,6,46,0.75,0.836,7.21,19,5.6,0.829,201,34.78,,0.33,,8.33,11.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,BC25SC06-04,4,1394.91,1.17,1.76,3.45,0.001,2.8,0.02,4.9,0.3,,0.043,,2.05,0.2,,,,,,,,92.4,25,25,,,1,1,,,,,,,,,,,,,,,25.4,,,2,25,25,,,70,,,,,,,,,,,,,,,,,,,,,,
Peerless,BC25TG15-04,4,1128.01,0.84,1.26,2.54,0.01,2.99,0.02,6.2,0.3,,0.0645,,2.28,0.6,,,,,,,,89.8,50,50,,,1,1,,,104,,,,,,,,,,,,25.4,,,4,25,25,,,104,,,,,,,,,,,,,,,,,,,,,,
Peerless,D27TG35-06,6,900,0.54,1.03,1.13,0.007,4.9,0.039,7.07,0.299,,0.1,,2.83,0.967,,,,,,,,91.1,100,100,,,,,,,104,,,,,,,,,,,,25.79,,,2.5,27,25.4,,,104.2,,,,,,,,,,,,,,,,,,,,,,
Peerless,DX25TG59-04,4,640,0.57,0.74,2.46,0.02,2.93,0.02,8.2,0.4,,0.1702,,2.41,0.1,,,,,,,,1,100,100,,,1,1,,,104,,,,,,,,,,,,25.8,,,2.5,25,25,,,104.2,,,,,,,,,,,,,,,,,,,,,,
Peerless,H26TG45-06,6,1018,0.53,1.13,0.98,0.01,4.69,0.02,7.1,0.4,,0.0677,,3.1,0.5,,,,,,,,94.6,100,,,,1,94.6,,,104,,,,,82,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,HDS-P830860,8,61.6,0.47,0.59,2.21,8.41,5.9,0.27,89.9,9,,0.7405,,5.9,3.5,,,,,,,,86.5,30,50,,,,,,,152.146,,,,,120,140,5.1,6,,,,25.73,,,6,,,,,,134,,,,,,,,,,,,,,,,,,,,,
Peerless,HDS-P830874,8,58,0.43,0.53,2.3,12.4594125,6.5,0.42,143,17.34,,0.43,,8.82,5.38,,,,,,,,,50,,,,,,,165.1,182.372,,,,,145.288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,HDS-P830875,8,46,0.36,0.41,3.2,21.78,6.4,0.41,143.1,15.94,,0.7568,,8.47,5.34,,,,,,,,88.9,75,75,,,1,1,,165.1,182.118,,,78,,,,,,,,,33,17,,6,,,,,164,182,,,,,,,,,,,,,,,,,,,,,
Peerless,HDS-P830883,8,43,0.38,0.46,2.2,22.93664574,5.9,0.18,143.1,17.34,,0.8,,7.7,5.62,,,,,,,,,30,,,,,,,165.1,180,,,88,,148,167.3,5,6,,,,32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,HDS-P830990,8,46,0.39,0.44,3.1,20.10496108,6.2,0.42,143.1,16.97,,0.7,,8.32,5.34,,,,,,,,,50,,,,,,,165.1,169.926,,,,,146.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,HDS-P830991,8,66,0.49,0.58,2.96,6.796043182,6,0.33,89.9,9.7,,0.6,,6.42,4.55,,,,,,,,1,30,,,,1,1,,127,152.4,,,,,120.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,HDS-P830992,8,89,0.58,0.72,2.95,2.548516193,5.3,0.24,56.1,5.9,,0.55,,4.91,3,,,,,,,,,30,,4,,,,,101.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,HDS-P835025,8,43,0.42,0.47,3.72,18.972287217,6.2,0.519,143.1,20.7,,0.66,,8.58,10,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,NE123W-08,8,61,0.35,0.37,4.98,5.946537784,6.3,0.06,54.1,4.7,,1.43,,5.53,3.1,,,,,,,,,45,,4,,,,,101.6,122.936,,,,,98.044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,NE149W-08,8,54,0.38,0.4,8.19,8.495053978,6.3,0.08,85,10.3,,0.84,,7.42,5,,,,,,,,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,NE180W-08,8,42,0.39,0.41,7.4,22.653477274,6.2,0.12,136.9,16.39,,0.86,,8.17,5,,,,,,,,,80,,,,,,,165.1,180,,,93,,149,168,4.2,5,,,,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,NE19VTS-04,4,742.5,1.36,2.27,3.36,0.01,2.71,0.01,4.9,0.2,,0.2229,,1.07,0.1,,,,,,,,85.1,100,,,,1,85.1,,,52,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,NE25VTS-04,4,732.8,0.89,1.12,4.41,0.01,3.15,0.01,8,0.4,,0.13,,2.17,0.1,,,,,,,,88.1,80,,,,1,88.1,,,66.3,,,,,48,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,NE65W-04,4,166,0.65,0.74,5,0.16990108,3.7,0.04,14.7,1.58,,0.58,,2.85,1.65,,,,,,,,,20,,2,,,,,50.8,65.024,,,,,46.482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,NE85W-04,4,104.94,0.64,0.69,8.45,0.73,3.7,0.04,22.3,2.2,,1.0662,,2.75,1.8,,,,,,,,81.9,20,25,,,1,1,,63.5,85.09,,,51.3,,57.2,,,,,,,25,5.5,,4,,,,,85,,,,,,,,,,,,,,,,,,,,,,
Peerless,NE95W-04,4,103,0.72,0.78,9.9,1.132673864,3.7,0.06,28.6,2.49,,0.96,,2.76,1.75,,,,,,,,1,20,,3,,1,1,,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,OC25C65-04,4,1400,1.2,1.83,3.58,0.003,3,0.026,6.93,0.289,,0.046,,2.02,0.667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,P830667 SLS-213,8,46,0.73,0.83,7.21,19,5.6,0.78,213.8,34.8,,0.4091,,8.26,8.4,,,,,,,,86.5,,,,,,86.5,,,213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,P830870 HDS-106,8,100,0.6,0.87,1.92,1.73,5.3,0.16,56.8,6.1,,0.5048,,4.94,3,,,,,,,,84.7,,,,,,84.7,,,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,PLS-P830970,4,147.5,0.57,0.7,3.06,0.283168466,3.8,0.2,13,1.5,,0.76,,2.8,1.8,,,,,,,,,25,,2,,,,,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peerless,PLS-P830983,4,176,0.71,0.81,5.6,0.283168466,3.6,0.03,15.2,1.64,,0.5,,2.83,1.65,,,,,,,,1,25,,2,,1,1,,50.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
